country,Total_vaccin,Nombre_vaccin_utilisé,Date
"South Korea",115699009,5,2022-02-07
Switzerland,15409227,3,2022-02-07
Ukraine,30782527,5,2022-02-07
"United States",543137533,3,2022-02-07
Uruguay,5624357,3,2022-02-07
Argentina,90647209,6,2022-02-08
Chile,34148799,4,2022-02-08
Czechia,16328649,3,2022-02-08
"European Union",814397674,9,2022-02-08
France,138388151,4,2022-02-08
Germany,167329018,5,2022-02-08
"Hong Kong",11450183,2,2022-02-08
Iceland,74085,4,2022-02-08
Italy,118894762,3,2022-02-08
Latvia,2553909,3,2022-02-08
Peru,58316090,3,2022-02-08
Romania,15689721,3,2022-02-08
"South Korea",115884430,5,2022-02-08
Switzerland,15421339,3,2022-02-08
Ukraine,30854534,5,2022-02-08
"United States",543656781,3,2022-02-08
Uruguay,5628206,3,2022-02-08
Argentina,90945529,6,2022-02-09
Chile,34171189,4,2022-02-09
Czechia,16344738,3,2022-02-09
"European Union",815177680,9,2022-02-09
France,138615311,4,2022-02-09
Germany,167607902,5,2022-02-09
"Hong Kong",11534996,2,2022-02-09
Iceland,75416,4,2022-02-09
Italy,119138384,3,2022-02-09
Latvia,2557318,3,2022-02-09
Peru,58504918,3,2022-02-09
Romania,15700563,3,2022-02-09
"South Korea",116049615,5,2022-02-09
Switzerland,15435946,3,2022-02-09
Ukraine,30925212,5,2022-02-09
"United States",544288922,3,2022-02-09
Uruguay,5632122,3,2022-02-09
Argentina,91211305,6,2022-02-10
Chile,34192104,4,2022-02-10
Czechia,16360765,3,2022-02-10
"European Union",815892788,9,2022-02-10
France,138810586,4,2022-02-10
Germany,167858437,5,2022-02-10
"Hong Kong",11622848,2,2022-02-10
Iceland,76478,4,2022-02-10
Italy,119377397,3,2022-02-10
Latvia,2560985,3,2022-02-10
Peru,58686321,3,2022-02-10
Romania,15711154,3,2022-02-10
"South Korea",116275313,5,2022-02-10
Switzerland,15447450,3,2022-02-10
Ukraine,30997467,5,2022-02-10
"United States",544991769,3,2022-02-10
Uruguay,5637122,3,2022-02-10
Argentina,91450288,6,2022-02-11
Austria,17930675,5,2022-02-11
Belgium,24600694,5,2022-02-11
Bulgaria,4244124,4,2022-02-11
Chile,34210849,4,2022-02-11
Croatia,5148311,4,2022-02-11
Cyprus,1628040,4,2022-02-11
Czechia,16384511,3,2022-02-11
Denmark,12119495,4,2022-02-11
Estonia,2009331,4,2022-02-11
"European Union",819550038,9,2022-02-11
Finland,11484006,4,2022-02-11
France,139093156,4,2022-02-11
Germany,168084991,5,2022-02-11
"Hong Kong",11716572,2,2022-02-11
Hungary,14113816,5,2022-02-11
Iceland,76964,4,2022-02-11
Ireland,10481785,4,2022-02-11
Italy,119619475,3,2022-02-11
Latvia,2828117,4,2022-02-11
Liechtenstein,69758,3,2022-02-11
Lithuania,4426208,4,2022-02-11
Luxembourg,1133042,4,2022-02-11
Malta,1188591,4,2022-02-11
Netherlands,33779458,5,2022-02-11
Norway,11169831,4,2022-02-11
Peru,58880417,3,2022-02-11
Poland,49331518,5,2022-02-11
Portugal,21597852,6,2022-02-11
Romania,16572070,4,2022-02-11
Slovakia,5893897,3,2022-02-11
Slovenia,2458773,2,2022-02-11
"South Korea",116610962,5,2022-02-11
Spain,98197912,4,2022-02-11
Sweden,18998566,4,2022-02-11
Switzerland,15461430,3,2022-02-11
Ukraine,31071505,5,2022-02-11
"United States",545495198,3,2022-02-11
Uruguay,5640917,3,2022-02-11
Argentina,91572941,6,2022-02-12
Chile,34212517,4,2022-02-12
Czechia,16387381,3,2022-02-12
"European Union",820083573,9,2022-02-12
France,139268275,4,2022-02-12
Germany,168187628,5,2022-02-12
"Hong Kong",11790007,2,2022-02-12
Iceland,76966,4,2022-02-12
Italy,119862405,3,2022-02-12
Latvia,2567369,3,2022-02-12
Peru,59057309,3,2022-02-12
Romania,16580212,4,2022-02-12
"South Korea",116798442,5,2022-02-12
Switzerland,15470846,3,2022-02-12
Ukraine,31107958,5,2022-02-12
"United States",546137074,3,2022-02-12
Uruguay,5640971,3,2022-02-12
Argentina,91649981,6,2022-02-13
Chile,34212737,4,2022-02-13
Czechia,16389275,3,2022-02-13
"European Union",820277302,9,2022-02-13
France,139303310,4,2022-02-13
Germany,168219828,5,2022-02-13
"Hong Kong",11840934,2,2022-02-13
Italy,119981791,3,2022-02-13
Latvia,2567738,3,2022-02-13
Peru,59168579,3,2022-02-13
Romania,15735501,3,2022-02-13
"South Korea",116808375,5,2022-02-13
Switzerland,15472908,3,2022-02-13
Ukraine,31126896,5,2022-02-13
"United States",546621573,3,2022-02-13
Uruguay,5640972,3,2022-02-13
Argentina,91878512,6,2022-02-14
Chile,34232592,4,2022-02-14
Czechia,16399890,3,2022-02-14
"European Union",820776088,9,2022-02-14
France,139491901,4,2022-02-14
Germany,168337409,5,2022-02-14
"Hong Kong",11930564,2,2022-02-14
Iceland,77067,4,2022-02-14
Italy,120155154,3,2022-02-14
Latvia,2569683,3,2022-02-14
Peru,59311214,3,2022-02-14
Romania,15742192,3,2022-02-14
"South Korea",117026533,5,2022-02-14
Switzerland,15481250,3,2022-02-14
Ukraine,31186066,5,2022-02-14
"United States",546957688,3,2022-02-14
Uruguay,5646250,3,2022-02-14
Argentina,92093910,6,2022-02-15
Chile,34251731,4,2022-02-15
Czechia,16409964,3,2022-02-15
"European Union",821360382,9,2022-02-15
France,139680100,4,2022-02-15
Germany,168529515,5,2022-02-15
"Hong Kong",12021823,2,2022-02-15
Iceland,77335,4,2022-02-15
Italy,120339200,3,2022-02-15
Latvia,2834599,4,2022-02-15
Peru,59483177,3,2022-02-15
Romania,15749730,3,2022-02-15
"South Korea",117186712,5,2022-02-15
Switzerland,15488961,3,2022-02-15
Ukraine,31251871,5,2022-02-15
"United States",547459306,3,2022-02-15
Uruguay,5647795,3,2022-02-15
Argentina,92308131,6,2022-02-16
Chile,34271445,4,2022-02-16
Czechia,16420616,3,2022-02-16
"European Union",821902172,9,2022-02-16
France,139852581,4,2022-02-16
Germany,168716704,5,2022-02-16
"Hong Kong",12116388,2,2022-02-16
Iceland,78109,4,2022-02-16
Italy,120501035,3,2022-02-16
Latvia,2836797,4,2022-02-16
Peru,59668173,3,2022-02-16
Romania,15757165,3,2022-02-16
"South Korea",117334785,5,2022-02-16
Switzerland,15498460,3,2022-02-16
Ukraine,31317953,5,2022-02-16
"United States",547901000,3,2022-02-16
Uruguay,5649036,3,2022-02-16
Argentina,92518325,6,2022-02-17
Chile,34290636,4,2022-02-17
Czechia,16431869,3,2022-02-17
"European Union",822373882,9,2022-02-17
France,139967821,4,2022-02-17
Germany,168902464,5,2022-02-17
"Hong Kong",12210279,2,2022-02-17
Iceland,78505,4,2022-02-17
Italy,120650843,3,2022-02-17
Latvia,2576177,3,2022-02-17
Peru,59852606,3,2022-02-17
Romania,15764839,3,2022-02-17
"South Korea",117523585,5,2022-02-17
Switzerland,15505612,3,2022-02-17
Ukraine,31383042,5,2022-02-17
"United States",548442118,3,2022-02-17
Uruguay,5651631,3,2022-02-17
Argentina,92731843,6,2022-02-18
Austria,17989653,5,2022-02-18
Belgium,24763471,5,2022-02-18
Bulgaria,4273098,4,2022-02-18
Chile,34309413,4,2022-02-18
Croatia,5167287,4,2022-02-18
Cyprus,1636957,4,2022-02-18
Czechia,17336463,4,2022-02-18
Denmark,12132703,4,2022-02-18
Estonia,2016502,4,2022-02-18
"European Union",824805458,9,2022-02-18
Finland,11537940,4,2022-02-18
France,140125919,4,2022-02-18
Germany,169078687,5,2022-02-18
"Hong Kong",12312300,2,2022-02-18
Hungary,14156687,5,2022-02-18
Iceland,78878,4,2022-02-18
Ireland,9332927,3,2022-02-18
Italy,120819443,3,2022-02-18
Latvia,2578687,3,2022-02-18
Liechtenstein,69927,3,2022-02-18
Lithuania,4432466,4,2022-02-18
Luxembourg,1136347,4,2022-02-18
Malta,1192750,4,2022-02-18
Netherlands,33853444,5,2022-02-18
Norway,11206797,4,2022-02-18
Peru,60047950,3,2022-02-18
Poland,49576356,5,2022-02-18
Portugal,21775483,5,2022-02-18
Romania,15773418,3,2022-02-18
Slovakia,5909532,3,2022-02-18
Slovenia,2605186,3,2022-02-18
"South Korea",117799025,5,2022-02-18
Spain,98943419,4,2022-02-18
Sweden,19176072,4,2022-02-18
Switzerland,15514157,3,2022-02-18
Ukraine,31450678,5,2022-02-18
"United States",548925817,3,2022-02-18
Uruguay,5654483,3,2022-02-18
Argentina,92818952,6,2022-02-19
Chile,34310895,4,2022-02-19
Czechia,16451647,3,2022-02-19
"European Union",825143620,9,2022-02-19
France,140220265,4,2022-02-19
Germany,169149823,5,2022-02-19
"Hong Kong",12391492,2,2022-02-19
Iceland,78879,4,2022-02-19
Italy,120981669,3,2022-02-19
Latvia,2579779,3,2022-02-19
Nepal,36863182,5,2022-02-19
Peru,60267957,3,2022-02-19
Romania,16630029,4,2022-02-19
"South Korea",117950575,5,2022-02-19
Switzerland,15520252,3,2022-02-19
Ukraine,31480206,5,2022-02-19
"United States",549444527,3,2022-02-19
Uruguay,5654547,3,2022-02-19
Argentina,92872654,6,2022-02-20
Chile,34310990,4,2022-02-20
Czechia,16452567,3,2022-02-20
"European Union",825268203,9,2022-02-20
France,140237027,4,2022-02-20
Germany,169177174,5,2022-02-20
"Hong Kong",12445179,2,2022-02-20
Italy,121057124,3,2022-02-20
Latvia,2579985,3,2022-02-20
Nepal,36896436,5,2022-02-20
Peru,60429024,3,2022-02-20
Romania,16633918,4,2022-02-20
"South Korea",117959723,5,2022-02-20
Switzerland,15521425,3,2022-02-20
Ukraine,31497378,5,2022-02-20
Uruguay,5654547,3,2022-02-20
Argentina,93074188,6,2022-02-21
Chile,34334904,4,2022-02-21
Czechia,16460471,3,2022-02-21
"European Union",825609244,9,2022-02-21
France,140320077,4,2022-02-21
Germany,169286182,5,2022-02-21
"Hong Kong",12528196,2,2022-02-21
Iceland,79450,4,2022-02-21
Italy,121190762,3,2022-02-21
Latvia,2581362,3,2022-02-21
Nepal,37769874,5,2022-02-21
Peru,60638289,3,2022-02-21
Romania,15790424,3,2022-02-21
"South Korea",118135007,5,2022-02-21
Switzerland,15526643,3,2022-02-21
Ukraine,31554104,5,2022-02-21
Uruguay,5659975,3,2022-02-21
Argentina,93276206,6,2022-02-22
Chile,34358176,4,2022-02-22
Czechia,17355227,4,2022-02-22
"European Union",825992706,9,2022-02-22
France,140403242,4,2022-02-22
Germany,169443593,5,2022-02-22
"Hong Kong",12611804,2,2022-02-22
Iceland,79764,4,2022-02-22
Italy,121317991,3,2022-02-22
Latvia,2583041,3,2022-02-22
Nepal,37121196,5,2022-02-22
Peru,60856728,3,2022-02-22
Romania,15796769,3,2022-02-22
"South Korea",118259720,5,2022-02-22
Switzerland,15531000,3,2022-02-22
Ukraine,31617039,5,2022-02-22
"United States",550428677,3,2022-02-22
Uruguay,5663211,3,2022-02-22
Argentina,93479239,6,2022-02-23
Chile,34379558,4,2022-02-23
Czechia,16475920,3,2022-02-23
"European Union",826375110,9,2022-02-23
France,140494789,4,2022-02-23
Germany,169600044,5,2022-02-23
"Hong Kong",12701215,2,2022-02-23
Iceland,80356,4,2022-02-23
Italy,121436724,3,2022-02-23
Latvia,2584766,3,2022-02-23
Nepal,36576224,5,2022-02-23
Peru,61060176,3,2022-02-23
Romania,15802899,3,2022-02-23
"South Korea",118378775,5,2022-02-23
Switzerland,15537354,3,2022-02-23
Ukraine,31683310,5,2022-02-23
"United States",550874725,3,2022-02-23
Uruguay,5673009,3,2022-02-23
Argentina,93648755,6,2022-02-24
Chile,34401370,4,2022-02-24
Czechia,16484028,3,2022-02-24
"European Union",826734882,9,2022-02-24
France,140563637,4,2022-02-24
Germany,169758337,5,2022-02-24
"Hong Kong",12792302,2,2022-02-24
Iceland,81029,4,2022-02-24
Italy,121553355,3,2022-02-24
Latvia,2586464,3,2022-02-24
Nepal,36691630,5,2022-02-24
Peru,61258976,3,2022-02-24
Romania,15809093,3,2022-02-24
"South Korea",118543623,5,2022-02-24
Switzerland,15541696,3,2022-02-24
"United States",551357209,3,2022-02-24
Uruguay,5683352,3,2022-02-24
Argentina,93852237,6,2022-02-25
Austria,18030972,5,2022-02-25
Belgium,24880609,5,2022-02-25
Bulgaria,4296408,4,2022-02-25
Chile,34422883,4,2022-02-25
Croatia,5179257,4,2022-02-25
Cyprus,1643716,4,2022-02-25
Czechia,16497769,3,2022-02-25
Denmark,12144801,4,2022-02-25
Estonia,2022628,5,2022-02-25
"European Union",828393324,9,2022-02-25
Finland,11582986,4,2022-02-25
France,140667807,4,2022-02-25
Germany,169891857,5,2022-02-25
"Hong Kong",12886784,2,2022-02-25
Hungary,14190530,5,2022-02-25
Iceland,81495,4,2022-02-25
Ireland,9368534,3,2022-02-25
Italy,121684244,3,2022-02-25
Latvia,2588883,3,2022-02-25
Liechtenstein,70052,3,2022-02-25
Lithuania,4437866,4,2022-02-25
Luxembourg,1139089,5,2022-02-25
Malta,1195612,4,2022-02-25
Nepal,36814123,5,2022-02-25
Netherlands,33912346,5,2022-02-25
Norway,11226993,4,2022-02-25
Peru,61467976,3,2022-02-25
Poland,49772594,5,2022-02-25
Portugal,21844875,6,2022-02-25
Romania,16665233,4,2022-02-25
Slovakia,5920080,3,2022-02-25
Slovenia,2934816,4,2022-02-25
"South Korea",118793914,5,2022-02-25
Spain,99410181,4,2022-02-25
Sweden,19292373,4,2022-02-25
Switzerland,15547660,3,2022-02-25
"United States",551525469,3,2022-02-25
Uruguay,5688182,3,2022-02-25
Argentina,93924603,6,2022-02-26
Chile,34424908,4,2022-02-26
Czechia,16499617,3,2022-02-26
"European Union",828651542,9,2022-02-26
France,140732850,4,2022-02-26
Germany,169943787,5,2022-02-26
"Hong Kong",12968916,2,2022-02-26
Iceland,81496,4,2022-02-26
Italy,121817779,3,2022-02-26
Latvia,2589878,3,2022-02-26
Nepal,36943242,5,2022-02-26
Peru,61665650,3,2022-02-26
Romania,15820541,3,2022-02-26
"South Korea",118926858,5,2022-02-26
Switzerland,15551402,3,2022-02-26
"United States",552025306,3,2022-02-26
Uruguay,5688230,3,2022-02-26
Argentina,93959645,6,2022-02-27
Chile,34425064,4,2022-02-27
Czechia,16500334,3,2022-02-27
"European Union",828743371,9,2022-02-27
France,140744083,4,2022-02-27
Germany,169959893,5,2022-02-27
"Hong Kong",13028862,2,2022-02-27
Italy,121878275,3,2022-02-27
Latvia,2590003,3,2022-02-27
Nepal,36984611,5,2022-02-27
Peru,61801465,3,2022-02-27
Romania,15823693,3,2022-02-27
"South Korea",118933652,5,2022-02-27
Switzerland,15551606,3,2022-02-27
Uruguay,5688230,3,2022-02-27
Argentina,94004167,6,2022-02-28
Chile,34452301,4,2022-02-28
Czechia,16506240,3,2022-02-28
"European Union",829005549,9,2022-02-28
France,140799304,4,2022-02-28
Germany,170039728,5,2022-02-28
"Hong Kong",13114729,2,2022-02-28
Iceland,81506,4,2022-02-28
Italy,121993673,4,2022-02-28
Latvia,2591289,4,2022-02-28
Nepal,37125732,5,2022-02-28
Peru,61999695,3,2022-02-28
Romania,15828225,3,2022-02-28
"South Korea",119092397,5,2022-02-28
Switzerland,15555504,3,2022-02-28
"United States",552576869,3,2022-02-28
Uruguay,5691856,3,2022-02-28
Argentina,94047669,6,2022-03-01
Chile,34474739,4,2022-03-01
Czechia,16510214,3,2022-03-01
"European Union",829271047,9,2022-03-01
France,140857885,4,2022-03-01
Germany,170152138,5,2022-03-01
"Hong Kong",13193035,2,2022-03-01
Iceland,81563,4,2022-03-01
Italy,120571249,3,2022-03-01
Latvia,2592532,4,2022-03-01
Nepal,37233872,5,2022-03-01
Peru,62171760,3,2022-03-01
Romania,15832750,3,2022-03-01
"South Korea",119097820,5,2022-03-01
Switzerland,15557977,3,2022-03-01
"United States",552874983,3,2022-03-01
Uruguay,5698039,3,2022-03-01
Argentina,94180462,6,2022-03-02
Chile,34489634,4,2022-03-02
Czechia,16515165,4,2022-03-02
"European Union",829537027,9,2022-03-02
France,140921812,4,2022-03-02
Germany,170264370,5,2022-03-02
"Hong Kong",13267729,2,2022-03-02
Iceland,81755,4,2022-03-02
Italy,122157997,4,2022-03-02
Latvia,2593811,4,2022-03-02
Nepal,37269660,5,2022-03-02
Peru,62349045,3,2022-03-02
Romania,15836782,3,2022-03-02
"South Korea",119169412,5,2022-03-02
Switzerland,15562542,3,2022-03-02
"United States",553274206,3,2022-03-02
Uruguay,5708836,3,2022-03-02
Argentina,94306005,6,2022-03-03
Chile,34503126,4,2022-03-03
Czechia,16520118,4,2022-03-03
"European Union",829813143,9,2022-03-03
France,140962482,4,2022-03-03
Germany,170403481,5,2022-03-03
"Hong Kong",13345815,2,2022-03-03
Iceland,81896,4,2022-03-03
Italy,122243731,4,2022-03-03
Latvia,2594993,4,2022-03-03
Peru,62524357,3,2022-03-03
Romania,15841248,3,2022-03-03
"South Korea",119242215,5,2022-03-03
Switzerland,15564696,3,2022-03-03
"United States",553663383,3,2022-03-03
Uruguay,5719067,3,2022-03-03
Argentina,94429785,6,2022-03-04
Austria,18065964,5,2022-03-04
Belgium,24928932,5,2022-03-04
Bulgaria,4309319,4,2022-03-04
Chile,34519192,4,2022-03-04
Croatia,5186439,4,2022-03-04
Cyprus,1650126,4,2022-03-04
Czechia,16529144,4,2022-03-04
Denmark,12154553,4,2022-03-04
Estonia,2028326,5,2022-03-04
"European Union",830996421,9,2022-03-04
Finland,11619385,4,2022-03-04
France,141017533,4,2022-03-04
Germany,170513023,5,2022-03-04
"Hong Kong",13429072,2,2022-03-04
Hungary,14210619,5,2022-03-04
Iceland,81897,4,2022-03-04
Ireland,9403676,3,2022-03-04
Italy,122337063,4,2022-03-04
Latvia,2596670,4,2022-03-04
Liechtenstein,70053,3,2022-03-04
Lithuania,4441761,4,2022-03-04
Luxembourg,1141058,5,2022-03-04
Malta,1198127,4,2022-03-04
Nepal,37431640,5,2022-03-04
Netherlands,33952532,5,2022-03-04
Norway,11239008,4,2022-03-04
Peru,62710846,3,2022-03-04
Poland,49905197,5,2022-03-04
Portugal,21885126,5,2022-03-04
Romania,15846067,3,2022-03-04
Slovakia,6768832,5,2022-03-04
Slovenia,2801897,4,2022-03-04
"South Africa",31989917,2,2022-03-04
"South Korea",119358399,5,2022-03-04
Spain,99796529,4,2022-03-04
Sweden,19368313,4,2022-03-04
Switzerland,15568514,3,2022-03-04
"United States",554025784,3,2022-03-04
Uruguay,5727580,3,2022-03-04
Argentina,94487944,6,2022-03-05
Chile,34520827,4,2022-03-05
Czechia,16529928,4,2022-03-05
"European Union",831165304,9,2022-03-05
France,141051582,4,2022-03-05
Germany,170554367,5,2022-03-05
"Hong Kong",13508976,2,2022-03-05
Iceland,81911,4,2022-03-05
Italy,122425567,4,2022-03-05
Latvia,2597251,4,2022-03-05
Nepal,37682890,5,2022-03-05
Peru,62911455,3,2022-03-05
Romania,15849688,3,2022-03-05
"South Korea",119418828,5,2022-03-05
Switzerland,15570550,3,2022-03-05
"United States",554360648,3,2022-03-05
Uruguay,5727607,3,2022-03-05
Argentina,94542709,6,2022-03-06
Chile,34520931,4,2022-03-06
Czechia,16117856,3,2022-03-06
"European Union",831219040,9,2022-03-06
France,141056271,4,2022-03-06
Germany,170571929,5,2022-03-06
"Hong Kong",13571170,2,2022-03-06
Italy,122454834,4,2022-03-06
Latvia,2597367,4,2022-03-06
Peru,63033737,3,2022-03-06
Romania,15851566,3,2022-03-06
"South Korea",119420813,5,2022-03-06
Switzerland,15570720,3,2022-03-06
"United States",554604189,3,2022-03-06
Uruguay,5727607,3,2022-03-06
Argentina,94693709,6,2022-03-07
Chile,34532913,4,2022-03-07
Czechia,16533735,4,2022-03-07
"European Union",831388453,9,2022-03-07
France,141081387,4,2022-03-07
Germany,170635061,5,2022-03-07
"Hong Kong",13654188,2,2022-03-07
Iceland,81938,4,2022-03-07
Italy,122528741,4,2022-03-07
Latvia,2597994,3,2022-03-07
Peru,63189717,3,2022-03-07
Romania,15854555,3,2022-03-07
"South Africa",32126152,2,2022-03-07
"South Korea",119501212,5,2022-03-07
Switzerland,15572940,3,2022-03-07
"United States",554823977,3,2022-03-07
Uruguay,5734826,3,2022-03-07
Argentina,94796329,6,2022-03-08
Chile,34542693,4,2022-03-08
Czechia,16537110,4,2022-03-08
"European Union",831593897,9,2022-03-08
France,141108075,4,2022-03-08
Germany,170735712,5,2022-03-08
"Hong Kong",13732347,2,2022-03-08
Iceland,82028,4,2022-03-08
Italy,122599623,4,2022-03-08
Latvia,2598849,4,2022-03-08
Nepal,38242703,5,2022-03-08
Peru,63327674,3,2022-03-08
Romania,15857607,3,2022-03-08
"South Africa",32126152,2,2022-03-08
"South Korea",119553598,5,2022-03-08
Switzerland,15574872,3,2022-03-08
"United States",555086565,3,2022-03-08
Uruguay,5741903,3,2022-03-08
Argentina,94913913,6,2022-03-09
Chile,34552155,4,2022-03-09
Czechia,16541342,4,2022-03-09
"European Union",831800521,9,2022-03-09
France,141139084,4,2022-03-09
Germany,170837059,5,2022-03-09
"Hong Kong",13806551,2,2022-03-09
Iceland,82205,4,2022-03-09
Italy,122665801,4,2022-03-09
Latvia,2600088,4,2022-03-09
Nepal,38342802,5,2022-03-09
Peru,63476556,3,2022-03-09
Romania,15860226,3,2022-03-09
"South Africa",32225496,2,2022-03-09
"South Korea",119563945,5,2022-03-09
Switzerland,15579065,3,2022-03-09
"United States",555387829,3,2022-03-09
Uruguay,5751760,3,2022-03-09
Argentina,95028562,6,2022-03-10
Chile,34560850,4,2022-03-10
Czechia,16545492,4,2022-03-10
"European Union",832010656,9,2022-03-10
France,141161511,4,2022-03-10
Germany,170944470,5,2022-03-10
"Hong Kong",13883359,2,2022-03-10
Iceland,82333,4,2022-03-10
Italy,121231198,3,2022-03-10
Latvia,2600986,4,2022-03-10
Peru,63628756,3,2022-03-10
Romania,15862866,3,2022-03-10
"South Africa",32322691,2,2022-03-10
"South Korea",119637147,5,2022-03-10
Switzerland,15580819,3,2022-03-10
"United States",555741156,3,2022-03-10
Uruguay,5760699,3,2022-03-10
Argentina,95154331,6,2022-03-11
Austria,18093208,5,2022-03-11
Belgium,24969449,5,2022-03-11
Bulgaria,4322219,4,2022-03-11
Chile,34572777,4,2022-03-11
Croatia,5192790,5,2022-03-11
Cyprus,1654978,5,2022-03-11
Czechia,16553440,4,2022-03-11
Denmark,12006696,3,2022-03-11
Estonia,2032960,5,2022-03-11
"European Union",833059554,9,2022-03-11
Finland,11648860,4,2022-03-11
France,141194763,4,2022-03-11
Germany,171040062,5,2022-03-11
"Hong Kong",13964068,2,2022-03-11
Hungary,14224475,5,2022-03-11
Iceland,82346,4,2022-03-11
Ireland,9434559,3,2022-03-11
Italy,122817704,4,2022-03-11
Latvia,2602365,4,2022-03-11
Liechtenstein,70162,3,2022-03-11
Lithuania,4444920,4,2022-03-11
Luxembourg,1142466,5,2022-03-11
Malta,1200278,4,2022-03-11
Nepal,38598032,5,2022-03-11
Netherlands,33991463,5,2022-03-11
Norway,11248962,4,2022-03-11
Peru,63788438,3,2022-03-11
Poland,50010696,5,2022-03-11
Portugal,21919492,5,2022-03-11
Romania,15865839,3,2022-03-11
Slovakia,5931145,4,2022-03-11
Slovenia,2480096,3,2022-03-11
"South Africa",32517834,2,2022-03-11
"South Korea",119745647,5,2022-03-11
Spain,100194382,4,2022-03-11
Sweden,19424894,4,2022-03-11
Switzerland,15584778,3,2022-03-11
"United States",555885070,3,2022-03-11
Uruguay,5765318,3,2022-03-11
Argentina,95210653,6,2022-03-12
Chile,34574252,4,2022-03-12
Czechia,16554497,4,2022-03-12
"European Union",833198866,9,2022-03-12
France,141218432,4,2022-03-12
Germany,171074435,5,2022-03-12
"Hong Kong",14032598,2,2022-03-12
Italy,121388183,3,2022-03-12
Latvia,2865205,4,2022-03-12
Nepal,38699896,5,2022-03-12
Peru,63975146,3,2022-03-12
Romania,15867999,3,2022-03-12
"South Africa",32517834,2,2022-03-12
"South Korea",119790540,5,2022-03-12
Switzerland,15586933,3,2022-03-12
"United States",556263633,3,2022-03-12
Uruguay,5765341,3,2022-03-12
Argentina,95238772,6,2022-03-13
Chile,34574343,4,2022-03-13
Czechia,16554714,4,2022-03-13
"European Union",833240791,9,2022-03-13
France,141221693,4,2022-03-13
Germany,171087497,5,2022-03-13
"Hong Kong",14084125,2,2022-03-13
Italy,121412334,3,2022-03-13
Latvia,2602635,3,2022-03-13
Nepal,38791546,5,2022-03-13
Peru,64101384,3,2022-03-13
Romania,15869207,3,2022-03-13
"South Africa",32540997,2,2022-03-13
"South Korea",119791452,5,2022-03-13
Switzerland,15586935,3,2022-03-13
"United States",556465569,3,2022-03-13
Uruguay,5765342,3,2022-03-13
Argentina,95342523,6,2022-03-14
Chile,34583680,4,2022-03-14
Czechia,16558085,4,2022-03-14
"European Union",833383042,9,2022-03-14
France,141245297,4,2022-03-14
Germany,171138697,5,2022-03-14
"Hong Kong",14154899,2,2022-03-14
Iceland,82381,4,2022-03-14
Italy,122981784,4,2022-03-14
Latvia,2603382,4,2022-03-14
Nepal,38883962,5,2022-03-14
Peru,64225684,3,2022-03-14
Romania,15870415,3,2022-03-14
"South Africa",32548342,2,2022-03-14
"South Korea",119849137,5,2022-03-14
Switzerland,15589193,3,2022-03-14
"United States",556623398,3,2022-03-14
Uruguay,5771657,3,2022-03-14
Argentina,95465517,6,2022-03-15
Chile,34592084,4,2022-03-15
Czechia,16561397,4,2022-03-15
"European Union",833567455,9,2022-03-15
France,141273530,4,2022-03-15
Germany,171226240,5,2022-03-15
"Hong Kong",14223551,2,2022-03-15
Iceland,82488,4,2022-03-15
Italy,123044986,4,2022-03-15
Latvia,2604297,4,2022-03-15
Nepal,38994812,5,2022-03-15
Peru,64348003,3,2022-03-15
Romania,15871623,3,2022-03-15
"South Africa",32630886,2,2022-03-15
"South Korea",119887222,5,2022-03-15
Switzerland,15590855,3,2022-03-15
"United States",556892257,3,2022-03-15
Uruguay,5776023,3,2022-03-15
Argentina,95580517,6,2022-03-16
Chile,34599728,4,2022-03-16
Czechia,16565133,4,2022-03-16
"European Union",833755358,9,2022-03-16
France,141311032,4,2022-03-16
Germany,171313998,5,2022-03-16
"Hong Kong",14289389,2,2022-03-16
Iceland,82623,4,2022-03-16
Italy,121594417,3,2022-03-16
Latvia,2867931,5,2022-03-16
Nepal,39101413,5,2022-03-16
Peru,64467564,3,2022-03-16
Romania,15872831,3,2022-03-16
"South Africa",32722417,2,2022-03-16
"South Korea",119924173,5,2022-03-16
Switzerland,15594903,3,2022-03-16
"United States",539115009,3,2022-03-16
Uruguay,5781886,3,2022-03-16
Argentina,95691177,6,2022-03-17
Chile,34607063,4,2022-03-17
Czechia,17456018,5,2022-03-17
"European Union",833936754,9,2022-03-17
France,141338345,4,2022-03-17
Germany,171402545,5,2022-03-17
"Hong Kong",14355919,2,2022-03-17
Iceland,82717,4,2022-03-17
Italy,121654223,3,2022-03-17
Latvia,2605953,3,2022-03-17
Nepal,39251518,5,2022-03-17
Peru,64582025,3,2022-03-17
Romania,15874039,3,2022-03-17
"South Africa",32817492,2,2022-03-17
"South Korea",119973434,5,2022-03-17
Switzerland,15596381,3,2022-03-17
"United States",557385223,3,2022-03-17
Uruguay,5789360,3,2022-03-17
Argentina,95809033,6,2022-03-18
Austria,18115716,5,2022-03-18
Belgium,24991627,5,2022-03-18
Bulgaria,4334124,4,2022-03-18
Chile,34616618,4,2022-03-18
Croatia,5198946,5,2022-03-18
Cyprus,1659699,5,2022-03-18
Czechia,16577001,4,2022-03-18
Denmark,12013801,3,2022-03-18
Estonia,2036330,5,2022-03-18
"European Union",834771482,9,2022-03-18
Finland,11675273,4,2022-03-18
France,141382593,4,2022-03-18
Germany,171471634,5,2022-03-18
"Hong Kong",14428448,2,2022-03-18
Hungary,14232848,5,2022-03-18
